title,category,date_text,date_start,date_end,comune,region,region_slug,area,area_slug,url,description,indirizzo,prezzo,lat,lon
SagrafavoriteSagra della Castagna,,25 ottobre - 26 ottobre 2026,2026-10-25,2026-10-26,San Felice d'Ocre,Abruzzo,abruzzo,L Aquila e Gran Sasso,l-aquila-e-gran-sasso,https://sagr.it/abruzzo/l-aquila-e-gran-sasso/eventi/sagra-della-castagna-mqljon9u,,,,,
SagrafavoriteSagra della castagna roscetta,,25 ottobre - 26 ottobre 2026,2026-10-25,2026-10-26,Canistro,Abruzzo,abruzzo,L Aquila e Gran Sasso,l-aquila-e-gran-sasso,https://sagr.it/abruzzo/l-aquila-e-gran-sasso/eventi/sagra-della-castagna-roscetta,,,,,
SagrafavoriteDeguScanno,,8 novembre - 9 novembre 2026,2026-11-08,2026-11-09,Scanno,Abruzzo,abruzzo,L Aquila e Gran Sasso,l-aquila-e-gran-sasso,https://sagr.it/abruzzo/l-aquila-e-gran-sasso/eventi/deguscanno,,,,,
"SagrafavoriteFesta del vino cotto, castagne e sapori d’autunno",,8 novembre - 9 novembre 2026,2026-11-08,2026-11-09,RoccaMontepiano,Abruzzo,abruzzo,L Aquila e Gran Sasso,l-aquila-e-gran-sasso,https://sagr.it/abruzzo/l-aquila-e-gran-sasso/eventi/festa-del-vino-cotto-castagne-e-sapori-d-autunno,,,,,
SagrafavoriteFrantoi aperti in Valle Roveto,,8 novembre - 9 novembre 2026,2026-11-08,2026-11-09,San Vincenzo Valle Roveto,Abruzzo,abruzzo,L Aquila e Gran Sasso,l-aquila-e-gran-sasso,https://sagr.it/abruzzo/l-aquila-e-gran-sasso/eventi/frantoi-aperti-in-valle-roveto,,,,,
SagrafavoriteFiera Tartufi d’Abruzzo,,28 novembre - 30 novembre 2026,2026-11-28,2026-11-30,L'Aquila,Abruzzo,abruzzo,L Aquila e Gran Sasso,l-aquila-e-gran-sasso,https://sagr.it/abruzzo/l-aquila-e-gran-sasso/eventi/fiera-tartufi-d-abruzzo,,,,,
Festa patronalefavoriteSagra dei Ciusci di Sant’Antonio,,17 gennaio 2027,2027-01-17,2027-01-17,Roccavivi,Abruzzo,abruzzo,L Aquila e Gran Sasso,l-aquila-e-gran-sasso,https://sagr.it/abruzzo/l-aquila-e-gran-sasso/eventi/sagra-dei-ciusci-di-sant-antonio,,,,,
SagrafavoriteFragola Expo Basilicata,,25 aprile - 26 aprile 2026,2026-04-25,2026-04-26,Scanzano Jonico,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/fragola-expo-basilicata,,,,,
SagrafavoriteFragola Expo Basilicata,,25 aprile - 26 aprile 2026,2026-04-25,2026-04-26,Policoro,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/fragola-expo-basilicata-mnq776h5,,,,,
RievocazionefavoriteStorica Parata dei Turchi,,29 maggio 2026,2026-05-29,2026-05-29,Potenza,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/storica-parata-dei-turchi,,,,,
Festa patronalefavoriteFesta della Bruna,,2 luglio 2026,2026-07-02,2026-07-02,Matera,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/festa-della-bruna,,,,,
SagrafavoriteSagra dell’albicocca,,4 luglio - 5 luglio 2026,2026-07-04,2026-07-05,Rotondella,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/sagra-dell-albicocca,,,,,
SagrafavoriteSagra u' pastizz r'tunnar,,11 agosto 2026,2026-08-11,2026-08-11,Rotondella,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/sagra-u-pastizz-r-tunnar,,,,,
SagrafavoriteSagra dell'involtino,,17 agosto 2026,2026-08-17,2026-08-17,Gorgoglione,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/sagra-dell-involtino,,,,,
SagrafavoriteSagra dei Fichi Secchi,,3 ottobre - 5 ottobre 2026,2026-10-03,2026-10-05,Miglionico,Basilicata,basilicata,Matera e Sassi,matera-e-sassi,https://sagr.it/basilicata/matera-e-sassi/eventi/sagra-dei-fichi-secchi,,,,,
FestivalfavoriteFestival Thesaurus Musicae,,11 marzo - 1 aprile 2026,2026-03-11,2026-04-01,Potenza,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/festival-thesaurus-musicae,,,,,
Evento culturalefavoriteFiori in Borgo,,16 maggio 2026,2026-05-16,2026-05-16,Guardia Perticara,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/fiori-in-borgo,,,,,
Evento culturalefavoritePollino Cocktail Camp,,23 maggio - 24 maggio 2026,2026-05-23,2026-05-24,Catasta,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/pollino-cocktail-camp,,,,,
SagrafavoriteFesta della pizza chiena satrianese,,31 maggio 2026,2026-05-31,2026-05-31,Satriano di Lucania,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/festa-della-pizza-chiena-satrianese,,,,,
Festa patronalefavoriteMaggio di Accettura,,6 giugno - 9 giugno 2026,2026-06-06,2026-06-09,Accettura,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/maggio-di-accettura,,,,,
Festa patronalefavoriteFesta della 'Ndenna,,7 giugno - 21 giugno 2026,2026-06-07,2026-06-21,Castelsaraceno,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/festa-della-ndenna,,,,,
Festa patronalefavoriteSant Antonio e Sagra dell'Abete,,8 giugno - 13 giugno 2026,2026-06-08,2026-06-13,Rotonda,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sant-antonio-e-sagra-dell-abete,,,,,
SagrafavoriteSagra del casoncello,,19 giugno - 24 giugno 2026,2026-06-19,2026-06-24,Castro,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-del-casoncello,,,,,
SagrafavoriteFesta dei Sapori Tramutola,,27 giugno 2026,2026-06-27,2026-06-27,Tramutola,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/festa-dei-sapori-tramutola,,,,,
FestivalfavoriteViggiano Jazz,,18 luglio - 19 luglio 2026,2026-07-18,2026-07-19,Viggiano,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/viggiano-jazz,,,,,
SagrafavoriteCece ribelle,,18 luglio 2026,2026-07-18,2026-07-18,Latronico,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/cece-ribelle,,,,,
Evento culturalefavoriteMarateale,,20 luglio - 25 luglio 2026,2026-07-20,2026-07-25,Maratea,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/marateale,,,,,
FestivalfavoriteAtella Beer,Festival,24 luglio - 26 luglio 2026,2026-07-24,2026-07-26,Atella,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/atella-beer-festival,,,,,
Evento culturalefavoriteDecathlon delle tradizioni,,26 luglio - 27 luglio 2026,2026-07-26,2026-07-27,Cancellara,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/decathlon-delle-tradizioni,,,,,
SagrafavoriteSagra della Podolica,,31 luglio - 1 agosto 2026,2026-07-31,2026-08-01,Pescopagano,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-della-podolica,,,,,
SagrafavoriteSagra r'i Cavatiedd,,31 luglio - 2 agosto 2026,2026-07-31,2026-08-02,Balvano,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-r-i-cavatiedd,,,,,
SagrafavoriteSagra dei raskatielli di miskiglio di Teana,,4 agosto - 6 agosto 2026,2026-08-04,2026-08-06,Teana,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-dei-raskatielli-di-miskiglio-di-teana,,,,,
SagrafavoriteLucanica festival-porklandia,,8 agosto - 10 agosto 2026,2026-08-08,2026-08-10,Picerno,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/lucanica-festival-porklandia,,,,,
SagrafavoriteLe Notti del Canestrato,,9 agosto - 10 agosto 2026,2026-08-09,2026-08-10,Moliterno,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/le-notti-del-canestrato,,,,,
SagrafavoriteU' strittul' ru zafaràn'- il vicolo del peperone,,9 agosto - 11 agosto 2026,2026-08-09,2026-08-11,Senise,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/u-strittul-ru-zafaran-il-vicolo-del-peperone,,,,,
SagrafavoriteSagra della soppressata e del caciocavallo,,10 agosto 2026,2026-08-10,2026-08-10,Rapone,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-della-soppressata-e-del-caciocavallo,,,,,
SagrafavoriteLe cantine aperte di Sant'angelo le Fratte,,12 agosto - 14 agosto 2026,2026-08-12,2026-08-14,Sant'Angelo Le Fratte,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/le-cantine-aperte-di-sant-angelo-le-fratte,,,,,
FestivalfavoriteFestival delle tradizioni e della musica popolare,,13 agosto 2026,2026-08-13,2026-08-13,Chiaromonte,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/festival-delle-tradizioni-e-della-musica-popolare,,,,,
RievocazionefavoriteGiornata tipica del mietitore - Lu Muzz'c,,17 agosto 2026,2026-08-17,2026-08-17,Filiano,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/giornata-tipica-del-mietitore-lu-muzz-c,,,,,
SagrafavoriteSagra del fagiolo IGP di Sarconi,,18 agosto - 19 agosto 2026,2026-08-18,2026-08-19,Sarconi,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-del-fagiolo-igp-di-sarconi,,,,,
SagrafavoriteSagra del pecorino di Filiano DOP,,5 settembre - 7 settembre 2026,2026-09-05,2026-09-07,Filiano,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-del-pecorino-di-filiano-dop,,,,,
SagrafavoriteLa sfida del torchio,,12 settembre - 14 settembre 2026,2026-09-12,2026-09-14,Rionero in Vulture,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/la-sfida-del-torchio,,,,,
SagrafavoriteFesta dell’uva,,13 settembre - 14 settembre 2026,2026-09-13,2026-09-14,Maschito,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/festa-dell-uva-maschito,,,,,
SagrafavoriteSagra della patata di montagna,,19 settembre - 21 settembre 2026,2026-09-19,2026-09-21,Muro Lucano,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-della-patata-di-montagna,,,,,
SagrafavoriteFestival del Gusto,,25 settembre - 27 settembre 2026,2026-09-25,2026-09-27,Venosa,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/festival-del-gusto,,,,,
SagrafavoriteTumact me Tulez – Festival dell’Aglianico e dei Prodotti Tipici,,4 ottobre - 5 ottobre 2026,2026-10-04,2026-10-05,Barile,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/tumact-me-tulez-festival-dell-aglianico-e-dei-prodotti-tipici,,,,,
SagrafavoriteParco urbano delle cantine di Rapolla,,11 ottobre - 12 ottobre 2026,2026-10-11,2026-10-12,Rapolla,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/parco-urbano-delle-cantine-di-rapolla,,,,,
SagrafavoriteSagra della varola,,17 ottobre - 19 ottobre 2026,2026-10-17,2026-10-19,Melfi,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-della-varola,,,,,
Evento culturalefavoriteLiekre et Bare – il Borgo dei Sapori Arbereshe,,25 ottobre - 26 ottobre 2026,2026-10-25,2026-10-26,Ginestra,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/liekre-et-bare-il-borgo-dei-sapori-arbereshe,,,,,
SagrafavoriteSagra della Castagna e dei prodotti del sottobosco,,25 ottobre - 26 ottobre 2026,2026-10-25,2026-10-26,Calvello,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-della-castagna-e-dei-prodotti-del-sottobosco,,,,,
SagrafavoriteMostra mercato del tartufo bianco di Carbone,,31 ottobre - 2 novembre 2026,2026-10-31,2026-11-02,Carbone,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/mostra-mercato-del-tartufo-bianco-di-carbone,,,,,
SagrafavoriteSagra della strazzata – Festival dei grani antichi,,31 ottobre - 2 novembre 2026,2026-10-31,2026-11-02,Lagopesole,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sagra-della-strazzata-festival-dei-grani-antichi,,,,,
SagrafavoriteSapori d’autunno,,31 ottobre - 2 novembre 2026,2026-10-31,2026-11-02,Pietrapertosa,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/sapori-d-autunno-mqpoy5up,,,,,
SagrafavoriteRappasciona fest,,4 gennaio 2027,2027-01-04,2027-01-04,Viggianello,Basilicata,basilicata,Pollino,pollino,https://sagr.it/basilicata/pollino/eventi/rappasciona-fest,,,,,
SagrafavoritePuro Cioccolato Festival Catanzaro,,27 marzo - 29 marzo 2026,2026-03-27,2026-03-29,Catanzaro,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/puro-cioccolato-festival-catanzaro,,,,,
FierafavoriteHome Expo Catanzaro,,11 aprile - 19 aprile 2026,2026-04-11,2026-04-19,Catanzaro,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/home-expo-catanzaro,,,,,
Street FoodfavoriteStreet Food Fest Catanzaro,,21 maggio - 24 maggio 2026,2026-05-21,2026-05-24,Catanzaro,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/street-food-fest-catanzaro,,,,,
Evento culturalefavoriteFestival dello Sport,,5 giugno - 7 giugno 2026,2026-06-05,2026-06-07,Soverato,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/festival-dello-sport,,,,,
SagrafavoriteMerano Wine Festival Calabria,,5 giugno - 7 giugno 2026,2026-06-05,2026-06-07,Cirò,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/merano-wine-festival-calabria,,,,,
RievocazionefavoritePalio del Principe di Bisignano,,21 giugno - 28 giugno 2026,2026-06-21,2026-06-28,Bisignano,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/palio-del-principe-di-bisignano,,,,,
RievocazionefavoritePalio del Principe di Bisignano – RINVIATO,,21 giugno - 5 luglio 2026,2026-06-21,2026-07-05,Bisignano,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/palio-del-principe-di-bisignano-rinviato,,,,,
SagrafavoriteFesta della Ciliegia,,21 giugno 2026,2026-06-21,2026-06-21,San Pietro Apostolo,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/festa-della-ciliegia-mq9i9umw,,,,,
SagrafavoriteFiera della Cipolla e dell'aglio rosa,,27 giugno - 29 giugno 2026,2026-06-27,2026-06-29,Lamezia Terme,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/fiera-della-cipolla-e-dell-aglio-rosa,,,,,
SagrafavoriteVinitaly and the City Sibari,,17 luglio - 19 luglio 2026,2026-07-17,2026-07-19,Sibari,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/vinitaly-and-the-city-sibari,,,,,
EventofavoriteCalabria Movie – Film,Festival,27 luglio - 30 luglio 2026,2026-07-27,2026-07-30,Crotone,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/calabria-movie-film-festival,,,,,
FestivalfavoriteLaos Fest,,31 luglio - 2 agosto 2026,2026-07-31,2026-08-02,Scalea,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/laos-fest,,,,,
FestivalfavoriteMaloka Festival de Picò,,31 luglio - 2 agosto 2026,2026-07-31,2026-08-02,Capo Rizzuto,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/maloka-festival-de-pico,,,,,
FestivalfavoriteRocca Blues,Festival,31 luglio - 2 agosto 2026,2026-07-31,2026-08-02,Roccella Jonica,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/rocca-blues-festival,,,,,
SagrafavoriteSagra contadina Cinquefrondi,,1 agosto 2026,2026-08-01,2026-08-01,Cinquefrondi,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/sagra-contadina-cinquefrondi,,,,,
Evento culturalefavoriteCirò Wine,Festival,4 agosto - 10 agosto 2026,2026-08-04,2026-08-10,Cirò,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/ciro-wine-festival,,,,,
SagrafavoriteSagra del morzello,,8 agosto 2026,2026-08-08,2026-08-08,Gimigliano,Calabria,calabria,Costa Degli Aranci,costa-degli-aranci,https://sagr.it/calabria/costa-degli-aranci/eventi/sagra-del-morzello,,,,,
SagrafavoriteMalto Calabro,,1 maggio - 3 maggio 2026,2026-05-01,2026-05-03,Corigliano Rossano,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/malto-calabro,,,,,
FestivalfavoriteFesta della Tarantella Calabrese,,27 giugno - 28 giugno 2026,2026-06-27,2026-06-28,San Basilio,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/festa-della-tarantella-calabrese,,,,,
SagrafavoriteSagra della 'Nduja,,1 luglio - 10 luglio 2026,2026-07-01,2026-07-10,Spilinga,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/pro-loco-spilinga-sagra-della-nduja,,,,,
SagrafavoriteCalici Sotto Le Stelle,,23 luglio - 22 agosto 2026,2026-07-23,2026-08-22,Diamante,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/calici-sotto-le-stelle,,,,,
Festa patronalefavoriteFesta della Birra di Santa Domenica di Ricadi,,30 luglio 2026,2026-07-30,2026-07-30,Ricadi,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/festa-della-birra-santa-domenica-ricadi,,,,,
FestivalfavoriteFesta della Birra a Ricadi,,30 luglio 2026,2026-07-30,2026-07-30,Santa Domenica di Ricadi,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/festa-della-birra-a-ricadi,,,,,
SagrafavoriteFesta della Birra — Santa Domenica di Ricadi,,30 luglio 2026,2026-07-30,2026-07-30,Santa Domenica,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/festa-della-birra-santa-domenica-di-ricadi-2026,,,,,
SagrafavoriteFestival delle Alici di Fuscaldo,,30 luglio - 2 agosto 2026,2026-07-30,2026-08-02,Fuscaldo,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/festival-delle-alici-di-fuscaldo,,,,,
Evento culturalefavoriteCandlelight in Spiaggia a Bivona,,1 agosto 2026,2026-08-01,2026-08-01,Bivona,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/candlelight-in-spiaggia-bivona,,,,,
Evento culturalefavoriteTi Porto un Libro a Vibo Marina,,1 agosto 2026,2026-08-01,2026-08-01,Vibo Marina,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/ti-porto-un-libro-vibo-marina-1-agosto,,,,,
Evento culturalefavoriteVibo Social Fest,,1 agosto 2026,2026-08-01,2026-08-01,Vibo Valentia,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/vibo-social-fest-1-agosto,,,,,
Evento culturalefavoriteAnimarte: Giochi in Legno e Marakella in Tour,,2 agosto 2026,2026-08-02,2026-08-02,Vibo Valentia,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/animarte-giochi-legno-marakella-tour,,,,,
FestivalfavoriteArmonie della Magna Graecia - Il Giardino della Musica - XXIX edizione,,2 agosto - 29 agosto 2026,2026-08-02,2026-08-29,Tropea,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/armonie-della-magna-graecia-tropea,,,,,
FestivalfavoriteConcerto di Musica Popolare a Vena Inferiore,,2 agosto 2026,2026-08-02,2026-08-02,Vibo Valentia,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/concerto-musica-popolare-vena-inferiore,,,,,
FestivalfavoriteLACRIMA - La Festa Indie più triste d'Italia allo 'Nduja Village!,,2 agosto 2026,2026-08-02,2026-08-02,Spilinga,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/lacrima-festa-indie-spilinga,,,,,
SagrafavoriteSagra da Pitta Chjina,,2 agosto 2026,2026-08-02,2026-08-02,San Costantino Calabro,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/sagra-da-pitta-chjina,,,,,
Evento culturalefavoriteAnimarte - Giochi in Legno a Bivona,,3 agosto 2026,2026-08-03,2026-08-03,Bivona,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/animarte-giochi-legno-bivona,,,,,
SagrafavoriteSagra del Pesce Azzurro di Parghelia,,3 agosto 2026,2026-08-03,2026-08-03,Parghelia,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/sagra-pesce-azzurro-parghelia,,,,,
SagrafavoriteSagra du Pruppu - 31ª Edizione a Joppolo,,4 agosto 2026,2026-08-04,2026-08-04,Joppolo,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/sagra-du-pruppu-joppolo,,,,,
"Evento culturalefavoriteMostra ""Arte in Calabria: Risorsa da Scoprire""",,5 agosto - 7 agosto 2026,2026-08-05,2026-08-07,Pizzo,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/arte-in-calabria-risorsa-da-scoprire-pizzo,,,,,
FestivalfavoriteDance Tarantella: La Festa Folk Elettronica,,5 agosto 2026,2026-08-05,2026-08-05,Spilinga,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/dance-tarantella-festa-folk-elettronica-spilinga,,,,,
FestivalfavoritePOA - Pizzo Open Air al Castello,,5 agosto 2026,2026-08-05,2026-08-05,Pizzo,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/poa-pizzo-open-air-castello,,,,,
"Evento culturalefavoriteTeatro in Dialetto: ""U Mortu Pigghiau Scangiu""",,6 agosto 2026,2026-08-06,2026-08-06,Pizzo,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/teatro-dialetto-mortu-pigghiau-scangiu-pizzo,,,,,
"FestivalfavoriteConcerto del ""Coro di Clarinetti Fausto Torrefranca""",,6 agosto 2026,2026-08-06,2026-08-06,Pizzo,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/concerto-coro-clarinetti-fausto-torrefranca-pizzo,,,,,
Sagrafavorite46ª Edizione della Sagra da Sujaca di Caria,,6 agosto 2026,2026-08-06,2026-08-06,Drapia,Calabria,calabria,Costa Degli dei,costa-degli-dei,https://sagr.it/calabria/costa-degli-dei/eventi/sagra-da-sujaca-caria,,,,,
